trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
128,False,"{'a': 0.6, 'e': 0.09360000000000071}",20,4,27.68900584190444,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.6, 'e': 0.09355000000000072}",35,23,21.53696630030157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.6, 'e': 0.09350000000000072}",25,17,15.186354137634286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.6, 'e': 0.09345000000000073}",20,3,-37.878339604909016,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
132,False,"{'a': 0.6, 'e': 0.09340000000000073}",30,13,35.22305196009077,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.6, 'e': 0.09335000000000074}",30,0,46.01686388041521,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
134,False,"{'a': 0.6, 'e': 0.09330000000000074}",35,0,42.84812821885664,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
135,False,"{'a': 0.6, 'e': 0.09325000000000075}",20,11,4.7267242159952705,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.6, 'e': 0.09320000000000075}",25,0,34.93711259957468,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
137,False,"{'a': 0.6, 'e': 0.09315000000000076}",20,5,23.410614530100744,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.6, 'e': 0.09310000000000077}",20,0,0.12848783535259956,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
139,False,"{'a': 0.6, 'e': 0.09305000000000077}",25,8,17.006837969184307,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.6, 'e': 0.09300000000000078}",20,6,12.133591248753826,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.6, 'e': 0.09295000000000078}",25,10,-35.45135056771052,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
142,False,"{'a': 0.6, 'e': 0.09290000000000079}",20,10,20.473861559406362,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.6, 'e': 0.09285000000000079}",30,8,30.737413097313848,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.6, 'e': 0.0928000000000008}",25,0,9.87020903029588,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
145,False,"{'a': 0.6, 'e': 0.0927500000000008}",20,0,10.017040627995856,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
146,False,"{'a': 0.6, 'e': 0.09270000000000081}",25,0,39.99781203646496,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
147,False,"{'a': 0.6, 'e': 0.09265000000000082}",30,0,41.94337692401979,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
148,False,"{'a': 0.6, 'e': 0.09260000000000082}",35,0,51.78433339275915,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
149,False,"{'a': 0.6, 'e': 0.09255000000000083}",25,0,25.54150628384621,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
150,False,"{'a': 0.6, 'e': 0.09250000000000083}",20,4,14.882495362383878,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.6, 'e': 0.09245000000000084}",25,10,26.244362686828822,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.6, 'e': 0.09240000000000084}",30,14,27.573665985086368,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.6, 'e': 0.09235000000000085}",20,5,25.067144096351786,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.6, 'e': 0.09230000000000085}",25,12,25.46753921795347,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.6, 'e': 0.09225000000000086}",30,12,31.637440224685182,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.6, 'e': 0.09220000000000086}",25,20,7.717693202854851,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.6, 'e': 0.09215000000000087}",25,11,24.270440630393782,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.6, 'e': 0.09210000000000088}",20,0,27.394171189740206,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
159,False,"{'a': 0.6, 'e': 0.09205000000000088}",30,0,27.33710530199211,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
160,False,"{'a': 0.6, 'e': 0.09200000000000089}",25,13,24.138002272351113,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.6, 'e': 0.09195000000000089}",20,5,21.472924464064775,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.6, 'e': 0.0919000000000009}",20,0,-71.67251630003378,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
163,False,"{'a': 0.6, 'e': 0.0918500000000009}",20,9,18.89280563782652,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.6, 'e': 0.09180000000000091}",25,14,22.933244019331816,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.6, 'e': 0.09175000000000091}",25,0,-13.906296314993448,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
166,False,"{'a': 0.6, 'e': 0.09170000000000092}",20,8,19.356768760310352,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.6, 'e': 0.09165000000000093}",20,14,10.554185332129752,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.6, 'e': 0.09160000000000093}",25,16,11.33645033602295,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.6, 'e': 0.09155000000000094}",25,0,11.774851268635633,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
170,False,"{'a': 0.6, 'e': 0.09150000000000094}",25,12,29.096945993446255,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.6, 'e': 0.09145000000000095}",30,19,20.670935346257735,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.6, 'e': 0.09140000000000095}",30,18,17.95286092273838,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.6, 'e': 0.09135000000000096}",25,0,40.90555978939957,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
174,False,"{'a': 0.6, 'e': 0.09130000000000096}",25,11,14.566184121911917,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.6, 'e': 0.09125000000000097}",20,13,16.26553835235841,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.6, 'e': 0.09120000000000097}",30,12,31.38326404008046,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.6, 'e': 0.09115000000000098}",25,0,21.507637871515236,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
178,False,"{'a': 0.6, 'e': 0.09110000000000099}",20,0,24.74397819825767,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
179,False,"{'a': 0.6, 'e': 0.09105000000000099}",20,13,10.166978752549872,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.6, 'e': 0.091000000000001}",25,14,20.152429321429814,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.6, 'e': 0.090950000000001}",25,0,0.10927246071155383,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
182,False,"{'a': 0.6, 'e': 0.09090000000000101}",25,6,33.38071781298657,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.6, 'e': 0.09085000000000101}",35,11,39.72133929267961,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.6, 'e': 0.09080000000000102}",25,0,19.21436023653243,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
185,False,"{'a': 0.6, 'e': 0.09075000000000102}",25,2,36.20170245374408,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.6, 'e': 0.09070000000000103}",25,4,-1.7972309660710737,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
187,False,"{'a': 0.6, 'e': 0.09065000000000104}",20,16,7.501172633024069,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.6, 'e': 0.09060000000000104}",25,11,4.93141464064402,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
189,False,"{'a': 0.6, 'e': 0.09055000000000105}",20,0,8.489627501579724,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
190,False,"{'a': 0.6, 'e': 0.09050000000000105}",30,19,18.362556179828044,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.6, 'e': 0.09045000000000106}",25,14,18.80241212578411,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.6, 'e': 0.09040000000000106}",20,4,10.833670785245976,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.6, 'e': 0.09035000000000107}",35,28,13.203405764498784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.6, 'e': 0.09030000000000107}",25,10,25.421702204250057,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.6, 'e': 0.09025000000000108}",20,2,17.966697151413715,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.6, 'e': 0.09020000000000108}",25,1,26.728010942021562,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.6, 'e': 0.09015000000000109}",25,0,34.282761394582856,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
198,False,"{'a': 0.6, 'e': 0.0901000000000011}",25,17,10.058912490648115,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.6, 'e': 0.0900500000000011}",25,0,27.3769996964331,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
200,False,"{'a': 0.6, 'e': 0.0900000000000011}",25,5,24.160357366781074,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.6, 'e': 0.08995000000000111}",20,10,13.702648639498088,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.6, 'e': 0.08990000000000112}",20,6,14.105717264726538,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.6, 'e': 0.08985000000000112}",30,11,34.571433074165064,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.6, 'e': 0.08980000000000113}",25,16,19.0144529970083,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.6, 'e': 0.08975000000000113}",20,10,-4.47401594792929,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
206,False,"{'a': 0.6, 'e': 0.08970000000000114}",20,3,24.21213458694474,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.6, 'e': 0.08965000000000115}",20,4,24.586907037544574,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.6, 'e': 0.08960000000000115}",25,0,36.47616190849764,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
209,False,"{'a': 0.6, 'e': 0.08955000000000116}",20,0,21.394276525143198,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
210,False,"{'a': 0.6, 'e': 0.08950000000000116}",30,8,36.40429287764836,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.6, 'e': 0.08945000000000117}",25,0,-9.024009483252751,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
212,False,"{'a': 0.6, 'e': 0.08940000000000117}",20,4,27.73680397986486,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.6, 'e': 0.08935000000000118}",25,1,34.497063441392214,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.6, 'e': 0.08930000000000118}",20,0,32.14547136303496,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
215,False,"{'a': 0.6, 'e': 0.08925000000000119}",20,0,30.005853891355937,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.6, 'e': 0.0892000000000012}",20,0,17.500505975097358,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
217,False,"{'a': 0.6, 'e': 0.0891500000000012}",30,16,28.55528985972624,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.6, 'e': 0.0891000000000012}",35,2,34.61484971069561,"{0: 31, 1: 2, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.6, 'e': 0.08905000000000121}",20,0,29.02718737184775,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
220,False,"{'a': 0.6, 'e': 0.08900000000000122}",20,0,11.210225221913491,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
221,False,"{'a': 0.6, 'e': 0.08895000000000122}",30,0,41.1050983178418,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
222,False,"{'a': 0.6, 'e': 0.08890000000000123}",20,12,16.25823388378806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.6, 'e': 0.08885000000000123}",20,11,-7.426924763011915,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
224,False,"{'a': 0.6, 'e': 0.08880000000000124}",25,19,5.732549140923474,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.6, 'e': 0.08875000000000124}",25,5,19.217017012605275,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.6, 'e': 0.08870000000000125}",35,1,39.63966640030595,"{0: 32, 1: 1, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.6, 'e': 0.08865000000000126}",25,0,-39.70399564601905,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
228,False,"{'a': 0.6, 'e': 0.08860000000000126}",20,0,30.93269570836972,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.6, 'e': 0.08855000000000127}",30,9,35.92569987214332,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.6, 'e': 0.08850000000000127}",20,3,31.261118967049207,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.6, 'e': 0.08845000000000128}",25,7,17.895955303797905,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.6, 'e': 0.08840000000000128}",20,8,25.12767755123607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.6, 'e': 0.08835000000000129}",20,10,15.783125173212403,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.6, 'e': 0.0883000000000013}",25,0,41.89291438702012,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
235,False,"{'a': 0.6, 'e': 0.0882500000000013}",20,12,5.578118907729622,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.6, 'e': 0.0882000000000013}",20,0,28.92589656340443,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 0.6, 'e': 0.08815000000000131}",25,4,-30.950211638112087,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
238,False,"{'a': 0.6, 'e': 0.08810000000000132}",25,14,20.506399493553516,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.6, 'e': 0.08805000000000132}",25,0,-4.724278560337789,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
240,False,"{'a': 0.6, 'e': 0.08800000000000133}",20,5,22.25691298010034,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.6, 'e': 0.08795000000000133}",20,0,19.095875009146134,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
242,False,"{'a': 0.6, 'e': 0.08790000000000134}",20,2,31.068655025488166,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.6, 'e': 0.08785000000000134}",35,0,26.02328406134239,"{0: 33, 1: 0, 2: 2, 3: 0, 4: 0}",0
244,False,"{'a': 0.6, 'e': 0.08780000000000135}",20,8,18.6410893474112,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.6, 'e': 0.08775000000000135}",30,0,40.47228349412861,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
246,False,"{'a': 0.6, 'e': 0.08770000000000136}",25,19,0.5005507406837897,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.6, 'e': 0.08765000000000137}",25,17,17.62884548949578,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.6, 'e': 0.08760000000000137}",20,13,11.381453717820673,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.6, 'e': 0.08755000000000138}",20,3,15.964094724301733,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.6, 'e': 0.08750000000000138}",20,0,26.723961860778882,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
251,False,"{'a': 0.6, 'e': 0.08745000000000139}",30,10,36.09114719044653,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.6, 'e': 0.0874000000000014}",20,16,6.826702570103482,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.6, 'e': 0.0873500000000014}",20,14,13.680129279750158,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.6, 'e': 0.0873000000000014}",20,0,-19.503022259581815,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
255,False,"{'a': 0.6, 'e': 0.08725000000000141}",25,11,21.594557618403684,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.6, 'e': 0.08720000000000142}",35,25,23.61118270347319,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.6, 'e': 0.08715000000000142}",20,12,7.735577032797957,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.6, 'e': 0.08710000000000143}",30,0,37.29597528475393,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
259,False,"{'a': 0.6, 'e': 0.08705000000000143}",30,19,22.67300163856318,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.6, 'e': 0.08700000000000144}",25,10,24.915501135799246,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.6, 'e': 0.08695000000000144}",20,14,11.518287799041506,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.6, 'e': 0.08690000000000145}",25,11,-0.7035917543171626,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.6, 'e': 0.08685000000000145}",25,12,24.633221954348947,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.6, 'e': 0.08680000000000146}",20,0,9.61430626425416,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
265,False,"{'a': 0.6, 'e': 0.08675000000000146}",20,8,21.710951567452653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.6, 'e': 0.08670000000000147}",20,6,23.83941445821688,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.6, 'e': 0.08665000000000148}",25,12,25.63687393123955,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.6, 'e': 0.08660000000000148}",20,12,2.5007854383515777,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.6, 'e': 0.08655000000000149}",20,11,17.430287726836045,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.6, 'e': 0.08650000000000149}",20,0,32.87903571341576,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
271,False,"{'a': 0.6, 'e': 0.0864500000000015}",30,21,5.724236538185435,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.6, 'e': 0.0864000000000015}",25,19,13.151087223785808,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.6, 'e': 0.08635000000000151}",20,12,16.548988109839435,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.6, 'e': 0.08630000000000151}",25,0,14.29813544404548,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
275,False,"{'a': 0.6, 'e': 0.08625000000000152}",20,4,20.224985781842623,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.6, 'e': 0.08620000000000153}",20,0,24.03886336686103,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
277,False,"{'a': 0.6, 'e': 0.08615000000000153}",30,14,25.34335712580603,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.6, 'e': 0.08610000000000154}",20,8,7.539931898431421,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.6, 'e': 0.08605000000000154}",20,8,8.410710994796334,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.6, 'e': 0.08600000000000155}",35,19,26.844721935518177,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.6, 'e': 0.08595000000000155}",20,2,-18.567974601023845,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
282,False,"{'a': 0.6, 'e': 0.08590000000000156}",20,15,9.256185961961158,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.6, 'e': 0.08585000000000156}",30,0,44.594140159739965,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.6, 'e': 0.08580000000000157}",20,0,-7.658381384220369,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
285,False,"{'a': 0.6, 'e': 0.08575000000000157}",20,6,1.462752125413628,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
286,False,"{'a': 0.6, 'e': 0.08570000000000158}",35,11,45.88537966737335,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.6, 'e': 0.08565000000000159}",20,0,-38.950185799811955,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
288,False,"{'a': 0.6, 'e': 0.08560000000000159}",20,13,16.29670122468933,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.6, 'e': 0.0855500000000016}",20,12,12.95354591403815,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.6, 'e': 0.0855000000000016}",20,13,13.555384185780719,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.6, 'e': 0.08545000000000161}",30,15,26.822877205967053,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.6, 'e': 0.08540000000000161}",25,0,24.89494898350839,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
293,False,"{'a': 0.6, 'e': 0.08535000000000162}",25,13,18.811399402943024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.6, 'e': 0.08530000000000162}",25,3,-18.535633731861605,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
295,False,"{'a': 0.6, 'e': 0.08525000000000163}",20,11,17.585561831997033,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.6, 'e': 0.08520000000000164}",30,9,34.2101886392936,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.6, 'e': 0.08515000000000164}",30,10,33.06777752605309,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.6, 'e': 0.08510000000000165}",25,12,24.5306228452442,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.6, 'e': 0.08505000000000165}",25,15,15.15975292605237,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.6, 'e': 0.08500000000000166}",20,6,21.609656843863192,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.6, 'e': 0.08495000000000166}",25,16,17.91028010569414,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.6, 'e': 0.08490000000000167}",35,21,2.4172944155936484,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
303,False,"{'a': 0.6, 'e': 0.08485000000000167}",35,15,36.89250487529585,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.6, 'e': 0.08480000000000168}",20,6,22.915696416374153,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.6, 'e': 0.08475000000000169}",30,4,45.763776203066506,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.6, 'e': 0.08470000000000169}",20,14,-0.2025282615990387,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.6, 'e': 0.0846500000000017}",25,0,12.360264615110664,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
308,False,"{'a': 0.6, 'e': 0.0846000000000017}",20,16,8.66619972010643,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.6, 'e': 0.08455000000000171}",20,6,25.87741030799682,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.6, 'e': 0.08450000000000171}",25,11,15.19531289058471,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.6, 'e': 0.08445000000000172}",25,0,-0.7198890923976808,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
312,False,"{'a': 0.6, 'e': 0.08440000000000172}",30,16,15.1166582983471,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
