trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
313,False,"{'a': 0.6, 'e': 0.08435000000000173}",20,9,6.316511362062499,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.6, 'e': 0.08430000000000173}",20,6,23.330104652367048,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.6, 'e': 0.08425000000000174}",25,11,13.652023971842548,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.6, 'e': 0.08420000000000175}",30,20,18.417018312707487,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.6, 'e': 0.08415000000000175}",25,0,38.18112335453868,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
318,False,"{'a': 0.6, 'e': 0.08410000000000176}",30,13,25.918090499412227,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.6, 'e': 0.08405000000000176}",20,0,28.644911990160132,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
320,False,"{'a': 0.6, 'e': 0.08400000000000177}",20,0,20.889940327992118,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
321,False,"{'a': 0.6, 'e': 0.08395000000000177}",20,9,11.495718558849433,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.6, 'e': 0.08390000000000178}",30,18,23.3305977081316,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.6, 'e': 0.08385000000000178}",20,3,18.78167131929374,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.6, 'e': 0.08380000000000179}",20,9,10.697925762673192,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.6, 'e': 0.0837500000000018}",20,14,12.988180844337608,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.6, 'e': 0.0837000000000018}",30,10,22.83476383492242,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.6, 'e': 0.0836500000000018}",25,16,18.504297636890243,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.6, 'e': 0.08360000000000181}",20,10,17.343512391500642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.6, 'e': 0.08355000000000182}",25,11,-14.120354916980952,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
330,False,"{'a': 0.6, 'e': 0.08350000000000182}",20,7,15.47337215076133,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.6, 'e': 0.08345000000000183}",25,0,33.81691220922401,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.6, 'e': 0.08340000000000183}",20,13,14.08765183992959,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.6, 'e': 0.08335000000000184}",20,8,19.75732227444554,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.6, 'e': 0.08330000000000184}",20,14,12.650481840717271,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.6, 'e': 0.08325000000000185}",35,15,-24.102079845307692,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
336,False,"{'a': 0.6, 'e': 0.08320000000000186}",25,7,30.526371500084082,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.6, 'e': 0.08315000000000186}",25,4,32.167839607580504,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.6, 'e': 0.08310000000000187}",30,18,-41.61121501348831,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
339,False,"{'a': 0.6, 'e': 0.08305000000000187}",30,22,-7.156375435633727,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
340,False,"{'a': 0.6, 'e': 0.08300000000000188}",20,15,8.446555991205603,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.6, 'e': 0.08295000000000188}",25,16,17.453165065846846,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.6, 'e': 0.08290000000000189}",25,16,14.781825650292786,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.6, 'e': 0.0828500000000019}",20,16,6.16171743596969,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.6, 'e': 0.0828000000000019}",25,0,13.757474852379993,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
345,False,"{'a': 0.6, 'e': 0.0827500000000019}",20,12,16.15187584480514,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.6, 'e': 0.08270000000000191}",20,16,6.8028328017848265,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.6, 'e': 0.08265000000000192}",25,15,17.152294420094467,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.6, 'e': 0.08260000000000192}",20,0,29.300090091564428,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
349,False,"{'a': 0.6, 'e': 0.08255000000000193}",20,10,17.803902971993466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.6, 'e': 0.08250000000000193}",25,11,1.1235993341903314,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
351,False,"{'a': 0.6, 'e': 0.08245000000000194}",20,12,13.674464489481371,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.6, 'e': 0.08240000000000194}",25,13,9.723277486953084,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.6, 'e': 0.08235000000000195}",20,0,31.519555890381053,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
354,False,"{'a': 0.6, 'e': 0.08230000000000195}",25,0,6.2525479792967085,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
355,False,"{'a': 0.6, 'e': 0.08225000000000196}",25,18,14.942929642437026,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.6, 'e': 0.08220000000000197}",20,0,30.526036792957818,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
357,False,"{'a': 0.6, 'e': 0.08215000000000197}",35,25,17.32369237390677,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.6, 'e': 0.08210000000000198}",20,9,9.922933946612204,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.6, 'e': 0.08205000000000198}",20,0,-3.3431715749295816,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
360,False,"{'a': 0.6, 'e': 0.08200000000000199}",20,6,24.274938261120568,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.6, 'e': 0.081950000000002}",25,0,36.83057457353755,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
362,False,"{'a': 0.6, 'e': 0.081900000000002}",20,12,15.38632450680508,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.6, 'e': 0.081850000000002}",20,14,11.671206494581172,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.6, 'e': 0.08180000000000201}",25,0,18.55579999187957,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
365,False,"{'a': 0.6, 'e': 0.08175000000000202}",30,20,14.593955267069465,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.6, 'e': 0.08170000000000202}",20,9,19.811655707589722,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.6, 'e': 0.08165000000000203}",25,15,21.294800495171426,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.6, 'e': 0.08160000000000203}",20,0,13.686935846054716,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
369,False,"{'a': 0.6, 'e': 0.08155000000000204}",20,2,25.736716970300883,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.6, 'e': 0.08150000000000204}",25,9,26.49480950894311,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.6, 'e': 0.08145000000000205}",25,13,22.669006560196795,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.6, 'e': 0.08140000000000205}",20,13,0.5966592408854163,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.6, 'e': 0.08135000000000206}",20,1,23.637810702419735,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
374,False,"{'a': 0.6, 'e': 0.08130000000000207}",25,0,41.95943306514348,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.6, 'e': 0.08125000000000207}",20,0,24.36189243284185,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
376,False,"{'a': 0.6, 'e': 0.08120000000000208}",30,13,17.848356752098507,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
377,False,"{'a': 0.6, 'e': 0.08115000000000208}",20,5,25.75335874855522,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.6, 'e': 0.08110000000000209}",25,18,10.994237006991236,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.6, 'e': 0.08105000000000209}",20,7,20.680917935520284,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.6, 'e': 0.0810000000000021}",20,0,28.744647010211256,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
381,False,"{'a': 0.6, 'e': 0.0809500000000021}",25,8,25.38499765987863,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.6, 'e': 0.08090000000000211}",20,8,20.638046048905366,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.6, 'e': 0.08085000000000211}",25,16,16.862384914448857,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.6, 'e': 0.08080000000000212}",30,10,39.167311224626935,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.6, 'e': 0.08075000000000213}",20,13,11.53051499450016,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.6, 'e': 0.08070000000000213}",30,20,11.017306408709494,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.6, 'e': 0.08065000000000214}",35,16,35.080443393373514,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.6, 'e': 0.08060000000000214}",20,0,3.441661104120911,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
389,False,"{'a': 0.6, 'e': 0.08055000000000215}",25,7,30.922925574141,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.6, 'e': 0.08050000000000215}",20,16,6.992358667922569,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.6, 'e': 0.08045000000000216}",20,3,24.42559185819197,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.6, 'e': 0.08040000000000216}",25,15,19.513625383044698,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.6, 'e': 0.08035000000000217}",20,14,9.433206521158926,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.6, 'e': 0.08030000000000218}",20,11,16.869823052137246,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.6, 'e': 0.08025000000000218}",30,21,19.01927713604517,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.6, 'e': 0.08020000000000219}",20,8,25.39587879605419,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.6, 'e': 0.08015000000000219}",20,7,26.16944340086868,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.6, 'e': 0.0801000000000022}",25,8,-5.9967701796805635,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
399,False,"{'a': 0.6, 'e': 0.0800500000000022}",30,19,22.333312778483023,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.6, 'e': 0.08000000000000221}",25,8,30.900429959811902,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.6, 'e': 0.07995000000000221}",25,14,22.852595271867376,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.6, 'e': 0.07990000000000222}",20,4,24.791551220853233,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.6, 'e': 0.07985000000000222}",20,15,9.64589120225226,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.6, 'e': 0.07980000000000223}",30,21,17.99163772716443,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.6, 'e': 0.07975000000000224}",30,14,26.41125087553379,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.6, 'e': 0.07970000000000224}",30,18,23.763228587842352,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.6, 'e': 0.07965000000000225}",20,13,12.087224100026773,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.6, 'e': 0.07960000000000225}",25,2,-15.481104925923317,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
409,False,"{'a': 0.6, 'e': 0.07955000000000226}",25,14,18.137816863953102,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.6, 'e': 0.07950000000000226}",30,12,33.52516326813319,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.6, 'e': 0.07945000000000227}",20,2,26.704617157489146,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.6, 'e': 0.07940000000000227}",35,19,20.553564939570215,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
413,False,"{'a': 0.6, 'e': 0.07935000000000228}",35,21,25.36823023901677,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.6, 'e': 0.07930000000000229}",20,12,15.08285619706188,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.6, 'e': 0.07925000000000229}",20,10,20.778540830001454,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.6, 'e': 0.0792000000000023}",30,16,27.889910586261504,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.6, 'e': 0.0791500000000023}",20,6,23.694257429717897,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.6, 'e': 0.07910000000000231}",35,20,27.832821301332313,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.6, 'e': 0.07905000000000231}",30,20,16.802013317340215,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.6, 'e': 0.07900000000000232}",35,20,25.70251854171728,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.6, 'e': 0.07895000000000232}",20,10,-38.882723312562,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
422,False,"{'a': 0.6, 'e': 0.07890000000000233}",30,4,40.83706645899299,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.6, 'e': 0.07885000000000233}",30,11,-8.40288418648658,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
424,False,"{'a': 0.6, 'e': 0.07880000000000234}",20,6,24.976643652065857,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.6, 'e': 0.07875000000000235}",20,12,13.81180235985666,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.6, 'e': 0.07870000000000235}",20,0,24.25739901780651,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
427,False,"{'a': 0.6, 'e': 0.07865000000000236}",20,9,21.67579174088021,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.6, 'e': 0.07860000000000236}",25,3,27.835437598046298,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.6, 'e': 0.07855000000000237}",20,14,11.738422812233516,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.6, 'e': 0.07850000000000237}",20,16,8.746316569054724,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.6, 'e': 0.07845000000000238}",25,15,22.359057770031743,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.6, 'e': 0.07840000000000238}",20,12,17.43851467934885,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.6, 'e': 0.07835000000000239}",30,19,-19.79372471785791,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
434,False,"{'a': 0.6, 'e': 0.0783000000000024}",25,7,22.86209769110426,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.6, 'e': 0.0782500000000024}",20,10,-23.025786746869795,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
436,False,"{'a': 0.6, 'e': 0.0782000000000024}",25,6,32.2197181555225,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.6, 'e': 0.07815000000000241}",25,15,19.40237444872213,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.6, 'e': 0.07810000000000242}",25,0,-3.393414360474145,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
439,False,"{'a': 0.6, 'e': 0.07805000000000242}",30,14,34.691996530211995,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.6, 'e': 0.07800000000000243}",25,10,23.363039137377804,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.6, 'e': 0.07795000000000243}",20,7,22.690034646636597,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.6, 'e': 0.07790000000000244}",20,1,25.55988241829333,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.6, 'e': 0.07785000000000245}",30,21,4.02394518018192,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.6, 'e': 0.07780000000000245}",25,13,26.62008345372884,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.6, 'e': 0.07775000000000246}",20,6,23.12256128850052,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.6, 'e': 0.07770000000000246}",20,0,25.607883849494115,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
447,False,"{'a': 0.6, 'e': 0.07765000000000247}",35,19,27.828413163323216,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.6, 'e': 0.07760000000000247}",25,15,16.675271605008874,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.6, 'e': 0.07755000000000248}",20,14,-27.97701600418422,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
450,False,"{'a': 0.6, 'e': 0.07750000000000248}",25,6,15.937041027760513,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
451,False,"{'a': 0.6, 'e': 0.07745000000000249}",25,0,-61.997405361762176,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
452,False,"{'a': 0.6, 'e': 0.0774000000000025}",20,9,18.500107057058468,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.6, 'e': 0.0773500000000025}",20,0,19.252160403718232,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
454,False,"{'a': 0.6, 'e': 0.0773000000000025}",25,13,21.91054234990529,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.6, 'e': 0.07725000000000251}",25,7,33.36903837349487,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.6, 'e': 0.07720000000000252}",25,7,34.744157540193164,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.6, 'e': 0.07715000000000252}",25,3,39.07843186046199,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.6, 'e': 0.07710000000000253}",25,15,6.753108655637859,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.6, 'e': 0.07705000000000253}",30,12,9.951011553315116,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
460,False,"{'a': 0.6, 'e': 0.07700000000000254}",25,0,35.05730938117397,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
461,False,"{'a': 0.6, 'e': 0.07695000000000254}",20,16,7.251348846493297,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.6, 'e': 0.07690000000000255}",25,0,27.35729321524443,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
463,False,"{'a': 0.6, 'e': 0.07685000000000256}",20,15,7.481922887697666,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.6, 'e': 0.07680000000000256}",20,0,32.65434285496513,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
465,False,"{'a': 0.6, 'e': 0.07675000000000257}",20,1,28.466143836186276,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.6, 'e': 0.07670000000000257}",25,11,26.39330990415046,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.6, 'e': 0.07665000000000258}",20,0,14.227827092977666,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
468,False,"{'a': 0.6, 'e': 0.07660000000000258}",25,14,7.337674384119673,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.6, 'e': 0.07655000000000259}",20,0,27.770982327147898,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
470,False,"{'a': 0.6, 'e': 0.0765000000000026}",20,16,4.336617082893067,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.6, 'e': 0.0764500000000026}",30,19,17.237654842928656,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.6, 'e': 0.0764000000000026}",20,13,13.712833886322235,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.6, 'e': 0.07635000000000261}",20,13,13.422089505007758,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.6, 'e': 0.07630000000000262}",20,1,32.7602533490924,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.6, 'e': 0.07625000000000262}",30,0,39.71720204372418,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
476,False,"{'a': 0.6, 'e': 0.07620000000000263}",25,8,19.746277556019773,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.6, 'e': 0.07615000000000263}",20,10,19.199678037318378,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.6, 'e': 0.07610000000000264}",20,10,19.563517801568437,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.6, 'e': 0.07605000000000264}",30,13,31.717360845880606,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.6, 'e': 0.07600000000000265}",25,15,17.98959611799103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.6, 'e': 0.07595000000000265}",20,3,28.74373416138533,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.6, 'e': 0.07590000000000266}",20,9,15.908268989948802,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.6, 'e': 0.07585000000000267}",20,8,25.94450401016573,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.6, 'e': 0.07580000000000267}",20,0,-0.3052839564784413,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
485,False,"{'a': 0.6, 'e': 0.07575000000000268}",25,11,1.2341753006591532,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
486,False,"{'a': 0.6, 'e': 0.07570000000000268}",20,8,20.525332039329506,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.6, 'e': 0.07565000000000269}",20,13,12.700070060964546,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.6, 'e': 0.07560000000000269}",30,10,21.41438299627107,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.6, 'e': 0.0755500000000027}",20,15,9.402978848419489,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.6, 'e': 0.0755000000000027}",25,11,25.992715767519762,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.6, 'e': 0.07545000000000271}",20,14,11.705832093641149,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.6, 'e': 0.07540000000000271}",20,5,25.5887872972148,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.6, 'e': 0.07535000000000272}",20,5,4.5901790918361876,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
494,False,"{'a': 0.6, 'e': 0.07530000000000273}",30,16,24.604546656870014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.6, 'e': 0.07525000000000273}",20,8,23.011664066211548,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.6, 'e': 0.07520000000000274}",20,0,3.528298627835514,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
497,False,"{'a': 0.6, 'e': 0.07515000000000274}",20,3,28.99799564062421,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
